REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
"REGION1","SESODIFH1","SESO",2036,0.000292427788012119
"REGION1","SESOUTPH2","SESO",2015,0.319072581445407
"REGION1","SESOUTPH2","SESO",2016,0.319072581445407
"REGION1","SESOUTPH2","SESO",2017,0.319072581445407
"REGION1","SESOUTPH2","SESO",2018,0.319072581445407
"REGION1","SESOUTPH2","SESO",2019,0.319072581445407
"REGION1","SESOUTPH2","SESO",2020,0.319072581445407
"REGION1","SESOUTPH2","SESO",2021,0.319072581445407
"REGION1","SESOUTPH2","SESO",2022,0.319072581445407
"REGION1","SESOUTPH2","SESO",2023,0.319072581445407
"REGION1","SESOUTPH2","SESO",2024,0.319072581445407
"REGION1","SESOUTPH2","SESO",2025,0.319072581445407
"REGION1","SESOUTPH2","SESO",2026,0.319072581445407
"REGION1","SESOUTPH2","SESO",2027,0.319072581445407
"REGION1","SESOUTPH2","SESO",2028,0.319072581445407
"REGION1","SESOUTPH2","SESO",2029,0.319072581445407
"REGION1","SESOUTPH2","SESO",2030,0.319072581445407
"REGION1","SESOUTPH2","SESO",2031,0.319072581445407
"REGION1","SESOUTPH2","SESO",2032,0.300628083220308
"REGION1","SESOUTPH2","SESO",2033,0.294970374986374
"REGION1","SESOUTPH2","SESO",2034,0.291892187699141
"REGION1","SESOUTPH2","SESO",2035,0.285825080556005
"REGION1","SESOUTPH2","SESO",2036,0.282900802633134
"REGION1","SESOUTPH2","SESO",2037,0.246254982978627
"REGION1","SESOUTPH2","SESO",2038,0.187769424521203
"REGION1","SESOUTPH2","SESO",2039,0.135440240638245
"REGION1","SEWIOFPH3","SEWO",2015,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2016,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2017,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2018,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2019,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2020,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2021,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2022,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2023,2.52310745185536
"REGION1","SEWIOFPH3","SEWO",2024,2.48268481572019
"REGION1","SEWIOFPH3","SEWO",2025,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2026,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2027,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2028,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2029,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2030,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2031,2.32834384138589
"REGION1","SEWIOFPH3","SEWO",2032,0.705558739813907
"REGION1","SEWIOFPH3","SEWO",2033,0.705558739813907
"REGION1","SEWIOFPH3","SEWO",2034,0.705558739813907
"REGION1","SEWIOFPH3","SEWO",2035,0.705558739813907
"REGION1","SEWIOFPH3","SEWO",2036,0.705558739813907
"REGION1","SEWIOFPH3","SEWO",2037,0.705558739813907
"REGION1","SEWIONPH3","SEWI",2015,43.171562821988
"REGION1","SEWIONPH3","SEWI",2016,43.171562821988
"REGION1","SEWIONPH3","SEWI",2017,43.171562821988
"REGION1","SEWIONPH3","SEWI",2018,43.171562821988
"REGION1","SEWIONPH3","SEWI",2019,43.171562821988
"REGION1","SEWIONPH3","SEWI",2020,43.171562821988
"REGION1","SEWIONPH3","SEWI",2021,43.171562821988
"REGION1","SEWIONPH3","SEWI",2022,43.154980558379
"REGION1","SEWIONPH3","SEWI",2023,42.8803718644101
"REGION1","SEWIONPH3","SEWI",2024,41.2498627170807
"REGION1","SEWIONPH3","SEWI",2025,40.9649201486887
"REGION1","SEWIONPH3","SEWI",2026,40.7124211395317
"REGION1","SEWIONPH3","SEWI",2027,40.5170388161389
"REGION1","SEWIONPH3","SEWI",2028,40.4147414701067
"REGION1","SEWIONPH3","SEWI",2029,40.2822435763422
"REGION1","SEWIONPH3","SEWI",2030,40.0346311279588
"REGION1","SEWIONPH3","SEWI",2031,39.7307030693478
"REGION1","SEWIONPH3","SEWI",2032,38.8478377203886
"REGION1","SEWIONPH3","SEWI",2033,35.5165651011642
"REGION1","SEWIONPH3","SEWI",2034,31.276392178039
"REGION1","SEWIONPH3","SEWI",2035,26.614292769752
"REGION1","SEWIONPH3","SEWI",2036,20.4529003870414
"REGION1","SEWIONPH3","SEWI",2037,14.8628350770808
"REGION1","SEWIONPH3","SEWI",2038,7.90885054763778
"REGION1","SEWIONPN3","SEWI",2015,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2016,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2017,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2018,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2019,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2020,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2021,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2022,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2023,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2024,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2025,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2026,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2027,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2028,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2029,5.6300294759836
"REGION1","SEWIONPN3","SEWI",2030,23.354869232256
"REGION1","SEWIONPN3","SEWI",2031,33.8863555421717
"REGION1","SEWIONPN3","SEWI",2032,38.7997327646508
"REGION1","SEWIONPN3","SEWI",2033,44.772914877179
"REGION1","SEWIONPN3","SEWI",2034,51.8749996507377
"REGION1","SEWIONPN3","SEWI",2035,69.5998394070102
"REGION1","SEWIONPN3","SEWI",2036,79.9569035256177
"REGION1","SEWIONPN3","SEWI",2037,90.0303064617693
"REGION1","SEWIONPN3","SEWI",2038,102.394106090455
"REGION1","SEWIONPN3","SEWI",2039,120.118945846727
"REGION1","SEWIONPN3","SEWI",2040,132.213756127016
"REGION1","SEWIONPN3","SEWI",2041,149.938595883289
"REGION1","SEWIONPN3","SEWI",2042,160.718753779509
"REGION1","SEWIONPN3","SEWI",2043,178.443593535782
"REGION1","SEWIONPN3","SEWI",2044,193.660460682622
"REGION1","SEWIONPN3","SEWI",2045,211.385300438894
"REGION1","SEWIONPN3","SEWI",2046,215.597988164724
"REGION1","SEWIONPN3","SEWI",2047,219.815054636226
"REGION1","SEWIONPN3","SEWI",2048,224.036499298995
"REGION1","SEWIONPN3","SEWI",2049,228.262636037341
"REGION1","SEWIONPN3","SEWI",2050,232.493464293853
"REGION1","SEWIONPN3","SEWI",2051,234.939196783845
"REGION1","SEWIONPN3","SEWI",2052,237.37695677836
"REGION1","SEWIONPN3","SEWI",2053,239.808430014665
"REGION1","SEWIONPN3","SEWI",2054,244.655268005801
"REGION1","SEWIONPN3","SEWI",2055,244.655268005801
"REGION1","SEWIONPN3","SEWI",2056,246.873615551344
"REGION1","SEWIONPN3","SEWI",2057,249.081878266619
"REGION1","SEWIONPN3","SEWI",2058,254.545933179209
"REGION1","SEWIONPN3","SEWI",2059,259.35573509692
"REGION1","SEWIONPN3","SEWI",2060,259.35573509692
"REGION1","SEWS00X00","SEPM25",2015,0.0344220311385589
"REGION1","SEWS00X00","SEPM25",2016,0.0268736335880622
"REGION1","SEWS00X00","SEPM25",2017,0.0308449779012822
"REGION1","SEWS00X00","SEPM25",2018,0.027501613159948
"REGION1","SEWS00X00","SEPM25",2019,0.0254326579806703
"REGION1","SEWS00X00","SEPM25",2020,0.0276486488925966
"REGION1","SEWS00X00","SEPM25",2021,0.023843337892855
"REGION1","SEWS00X00","SEPM25",2022,0.127771698908
"REGION1","SEWS00X00","SEPM25",2023,0.0220084806489254
"REGION1","SEWS00X00","SEPM25",2024,0.125686501178
"REGION1","SEWS00X00","SEPM25",2025,0.0812621547081673
"REGION1","SEWS00X00","SEPM25",2026,0.0975528718109387
"REGION1","SEWS00X00","SEPM25",2027,0.124719355992
"REGION1","SEWS00X00","SEPM25",2028,0.124757268678
"REGION1","SEWS00X00","SEPM25",2029,0.124795181364
"REGION1","SEWS00X00","SEPM25",2030,0.12483309405
"REGION1","SEWS00X00","SEPM25",2031,0.12332030354
"REGION1","SEWS00X00","SEPM25",2032,0.121806769644
"REGION1","SEWS00X00","SEPM25",2033,0.120293235748
"REGION1","SEWS00X00","SEPM25",2034,0.118779701852
"REGION1","SEWS00X00","SEPM25",2035,0.117266911342
"REGION1","SEWS00X00","SEPM25",2036,0.115312549548
"REGION1","SEWS00X00","SEPM25",2037,0.11335893114
"REGION1","SEWS00X00","SEPM25",2038,0.111405312732
"REGION1","SEWS00X00","SEPM25",2039,0.109451694324
"REGION1","SEWS00X00","SEPM25",2040,0.107498075916
"REGION1","SEWS00X00","SEPM25",2041,0.106911544362
"REGION1","SEWS00X00","SEPM25",2042,0.106325012808
"REGION1","SEWS00X00","SEPM25",2043,0.10573922464
"REGION1","SEWS00X00","SEPM25",2044,0.105152693086
"REGION1","SEWS00X00","SEPM25",2045,0.104566904918
"REGION1","SEWS00X00","SEPM25",2046,0.103225836574
"REGION1","SEWS00X00","SEPM25",2047,0.10188476823
"REGION1","SEWS00X00","SEPM25",2048,0.100543699886
"REGION1","SEWS00X00","SEPM25",2049,0.099202631542
"REGION1","SEWS00X00","SEPM25",2050,0.097861563198
"REGION1","SEWS00X00","SEPM25",2051,0.09619786533
"REGION1","SEWS00X00","SEPM25",2052,0.09456241613
"REGION1","SEWS00X00","SEPM25",2053,0.092955215598
"REGION1","SEWS00X00","SEPM25",2054,0.091374776962
"REGION1","SEWS00X00","SEPM25",2055,0.089821100222
"REGION1","SEWS00X00","SEPM25",2056,0.088115029352
"REGION1","SEWS00X00","SEPM25",2057,0.08644092408
"REGION1","SEWS00X00","SEPM25",2058,0.08479804102
"REGION1","SEWS00X00","SEPM25",2059,0.083187123558
"REGION1","SEWS00X00","SEPM25",2060,0.081606684922
"REGION1","SECK00X00","CO2",2015,3763.411376796
"REGION1","SECK00X00","CO2",2016,3764.3181859944
"REGION1","SECK00X00","CO2",2017,3765.2249951928
"REGION1","SECK00X00","CO2",2018,3766.1318043912
"REGION1","SECK00X00","CO2",2019,3767.0386135896
"REGION1","SECK00X00","CO2",2020,3767.945422788
"REGION1","SECK00X00","CO2",2021,3768.8522319864
"REGION1","SECK00X00","CO2",2022,3769.7590411848
"REGION1","SECK00X00","CO2",2023,3770.6658503832
"REGION1","SECK00X00","CO2",2024,3771.5726595816
"REGION1","SECK00X00","CO2",2025,3585.41254846779
"REGION1","SECK00X00","CO2",2026,2363.73323217898
"REGION1","SECK00X00","CO2",2027,2364.64004137738
"REGION1","SECK00X00","CO2",2028,2365.54685057577
"REGION1","SECK00X00","CO2",2029,2366.45365977418
"REGION1","SECK00X00","CO2",2030,2367.36046897257
"REGION1","SECK00X00","CO2",2031,168.018790046399
"REGION1","SECK00X00","CO2",2032,168.9255992448
"REGION1","SECK00X00","CO2",2033,168.9255992448
"REGION1","SECK00X00","CO2",2034,168.9255992448
"REGION1","SECK00X00","CO2",2035,168.9255992448
"REGION1","SECK00X00","CO2",2036,164.844035091146
"REGION1","SECK00X00","CO2",2037,165.73146955679
"REGION1","SECK00X00","CO2",2038,166.713447630958
"REGION1","SECK00X00","CO2",2039,167.26472919571
"REGION1","SECK00X00","CO2",2040,168.9255992448
"REGION1","SECK00X00","CO2",2041,169.358706350387
"REGION1","SECK00X00","CO2",2042,170.265515548787
"REGION1","SECK00X00","CO2",2043,171.247493622959
"REGION1","SECK00X00","CO2",2044,172.108021833581
"REGION1","SECK00X00","CO2",2045,173.061112019759
"REGION1","SECK00X00","CO2",2046,173.967921218159
"REGION1","SECK00X00","CO2",2047,174.874730416559
"REGION1","SECK00X00","CO2",2048,175.781539614958
"REGION1","SECK00X00","CO2",2049,176.688348813359
"REGION1","SECK00X00","CO2",2050,177.595158011759
"REGION1","SECK00X00","CO2",2051,178.501967210159
"REGION1","SECK00X00","CO2",2052,179.408776408559
"REGION1","SECK00X00","CO2",2053,180.315585606959
"REGION1","SECK00X00","CO2",2054,181.222394805359
"REGION1","SECK00X00","CO2",2055,182.129204003759
"REGION1","SECK00X00","CO2",2056,181.222394805359
"REGION1","SECK00X00","CO2",2057,180.315585606959
"REGION1","SECK00X00","CO2",2058,180.315585606959
"REGION1","SECK00X00","CO2",2059,180.315585606959
"REGION1","SECK00X00","CO2",2060,182.438483349695
"REGION1","SEOI00I00","CO2",2015,150.03928294812
"REGION1","SEOI00I00","CO2",2016,150.14553285132
"REGION1","SEOI00I00","CO2",2017,150.25178275452
"REGION1","SEOI00I00","CO2",2018,150.35803265772
"REGION1","SEOI00I00","CO2",2019,150.46428256092
"REGION1","SEOI00I00","CO2",2020,150.57053246412
"REGION1","SEOI00I00","CO2",2021,150.67678236732
"REGION1","SEOI00I00","CO2",2022,150.78303227052
"REGION1","SEOI00I00","CO2",2023,150.88928217372
"REGION1","SEOI00I00","CO2",2024,150.99553207692
"REGION1","SEOI00I00","CO2",2025,144.258744790553
"REGION1","SEOI00I00","CO2",2026,99.6419495386056
"REGION1","SEOI00I00","CO2",2027,99.7481994418056
"REGION1","SEOI00I00","CO2",2028,99.8544493450056
"REGION1","SEOI00I00","CO2",2029,99.9606992482056
"REGION1","SEOI00I00","CO2",2030,100.066949151406
"REGION1","SEOI00I00","CO2",2031,19.6865892072
"REGION1","SEOI00I00","CO2",2032,19.7928391104
"REGION1","SEOI00I00","CO2",2033,19.7928391104
"REGION1","SEOI00I00","CO2",2034,19.7928391104
"REGION1","SEOI00I00","CO2",2035,19.7928391104
"REGION1","SEOI00I00","CO2",2036,19.3146064270577
"REGION1","SEOI00I00","CO2",2037,19.4185862127032
"REGION1","SEOI00I00","CO2",2038,19.5336435759379
"REGION1","SEOI00I00","CO2",2039,19.5982366711494
"REGION1","SEOI00I00","CO2",2040,19.7928391104
"REGION1","SEOI00I00","CO2",2041,19.8435858255028
"REGION1","SEOI00I00","CO2",2042,19.9498357287028
"REGION1","SEOI00I00","CO2",2043,20.064893091938
"REGION1","SEOI00I00","CO2",2044,20.1657202992941
"REGION1","SEOI00I00","CO2",2045,20.277392898338
"REGION1","SEOI00I00","CO2",2046,20.383642801538
"REGION1","SEOI00I00","CO2",2047,20.489892704738
"REGION1","SEOI00I00","CO2",2048,20.596142607938
"REGION1","SEOI00I00","CO2",2049,20.702392511138
"REGION1","SEOI00I00","CO2",2050,20.808642414338
"REGION1","SEOI00I00","CO2",2051,20.914892317538
"REGION1","SEOI00I00","CO2",2052,21.021142220738
"REGION1","SEOI00I00","CO2",2053,21.127392123938
"REGION1","SEOI00I00","CO2",2054,21.233642027138
"REGION1","SEOI00I00","CO2",2055,21.339891930338
"REGION1","SEOI00I00","CO2",2056,21.233642027138
"REGION1","SEOI00I00","CO2",2057,21.127392123938
"REGION1","SEOI00I00","CO2",2058,21.127392123938
"REGION1","SEOI00I00","CO2",2059,21.127392123938
"REGION1","SEOI00I00","CO2",2060,21.3761298739158
"REGION1","SEceCO001","CO2",2015,992.5797
"REGION1","SEceCO001","CO2",2016,998.44304
"REGION1","SEceCO001","CO2",2017,1004.30638
"REGION1","SEceCO001","CO2",2018,1010.16972
"REGION1","SEceCO001","CO2",2019,1016.03306
"REGION1","SEceCO001","CO2",2020,1021.8964
"REGION1","SEceCO001","CO2",2021,1027.75974
"REGION1","SEceCO001","CO2",2022,1033.62308
"REGION1","SEceCO001","CO2",2023,1039.48642
"REGION1","SEceCO001","CO2",2024,1045.34976
"REGION1","SEceCO001","CO2",2025,1051.2131
"REGION1","SEceCO001","CO2",2026,1057.07644
"REGION1","SEceCO001","CO2",2027,1062.93978
"REGION1","SEceCO001","CO2",2028,1068.80312
"REGION1","SEceCO001","CO2",2029,1074.66646
"REGION1","SEceCO001","CO2",2030,1080.5298
"REGION1","SEceCO001","CO2",2031,1086.39314
"REGION1","SEceCO001","CO2",2032,1092.25648
"REGION1","SEceCO001","CO2",2033,1092.25648
"REGION1","SEceCO001","CO2",2034,1092.25648
"REGION1","SEceCO001","CO2",2035,1092.25648
"REGION1","SEceCO001","CO2",2036,1065.86548351815
"REGION1","SEceCO001","CO2",2037,1071.60354838226
"REGION1","SEceCO001","CO2",2038,1077.95292301537
"REGION1","SEceCO001","CO2",2039,1081.51745594642
"REGION1","SEceCO001","CO2",2040,1092.25648
"REGION1","SEceCO001","CO2",2041,1095.05690838224
"REGION1","SEceCO001","CO2",2042,1100.92024838224
"REGION1","SEceCO001","CO2",2043,1107.26962301537
"REGION1","SEceCO001","CO2",2044,1112.8337146538
"REGION1","SEceCO001","CO2",2045,1118.99630301537
"REGION1","SEceCO001","CO2",2046,1124.85964301537
"REGION1","SEceCO001","CO2",2047,1130.72298301537
"REGION1","SEceCO001","CO2",2048,1136.58632301537
"REGION1","SEceCO001","CO2",2049,1142.44966301537
"REGION1","SEceCO001","CO2",2050,1148.31300301537
"REGION1","SEceCO001","CO2",2051,1154.17634301537
"REGION1","SEceCO001","CO2",2052,1160.03968301537
"REGION1","SEceCO001","CO2",2053,1165.90302301537
"REGION1","SEceCO001","CO2",2054,1171.76636301537
"REGION1","SEceCO001","CO2",2055,1177.62970301537
"REGION1","SEceCO001","CO2",2056,1171.76636301537
"REGION1","SEceCO001","CO2",2057,1165.90302301537
"REGION1","SEceCO001","CO2",2058,1165.90302301537
"REGION1","SEceCO001","CO2",2059,1165.90302301537
"REGION1","SEceCO001","CO2",2060,1179.6294731582
"REGION1","SEppBC002","CO2",2020,-192.452974484002
"REGION1","SEppBC002","CO2",2021,-425.445652340059
"REGION1","SEppBC002","CO2",2022,-647.393336683468
"REGION1","SEppBC002","CO2",2023,-869.481036471275
"REGION1","SEppBC002","CO2",2024,-1091.5794537228
"REGION1","SEppBC002","CO2",2025,-1091.5794537228
"REGION1","SEppBC002","CO2",2026,-1091.5794537228
"REGION1","SEppBC002","CO2",2027,-1091.5794537228
"REGION1","SEppBC002","CO2",2028,-1091.5794537228
"REGION1","SEppBC002","CO2",2029,-1091.5794537228
"REGION1","SEppBC002","CO2",2030,-1217.7600474964
"REGION1","SEppBC002","CO2",2031,-1488.3096474964
"REGION1","SEppBC002","CO2",2032,-1761.5355474964
"REGION1","SEppBC002","CO2",2033,-2037.9243474964
"REGION1","SEppBC002","CO2",2034,-2317.4760474964
"REGION1","SEppBC002","CO2",2035,-2599.9473474964
"REGION1","SEppBC002","CO2",2036,-2885.5815474964
"REGION1","SEppBC002","CO2",2037,-3219.46188216626
"REGION1","SEppBC002","CO2",2038,-3554.4296498782
"REGION1","SEppBC002","CO2",2039,-3885.39382974778
"REGION1","SEppBC002","CO2",2040,-4226.2587574924
"REGION1","SEppBC002","CO2",2041,-4246.09101811742
"REGION1","SEppBC002","CO2",2042,-4270.67096773822
"REGION1","SEppBC002","CO2",2043,-4296.16748772217
"REGION1","SEppBC002","CO2",2044,-4320.65279844839
"REGION1","SEppBC002","CO2",2045,-4346.21036724376
"REGION1","SEppBC002","CO2",2046,-4371.50931509257
"REGION1","SEppBC002","CO2",2047,-4396.98485899737
"REGION1","SEppBC002","CO2",2048,-4422.63699895816
"REGION1","SEppBC002","CO2",2049,-4448.47834897897
"REGION1","SEppBC002","CO2",2050,-4474.50890905977
"REGION1","SEppBC002","CO2",2051,-4500.72867920057
"REGION1","SEppBC002","CO2",2052,-4527.15027340537
"REGION1","SEppBC002","CO2",2053,-4553.76107767017
"REGION1","SEppBC002","CO2",2054,-4580.56109199497
"REGION1","SEppBC002","CO2",2055,-4607.56293038377
"REGION1","SEppBC002","CO2",2056,-4617.21738761897
"REGION1","SEppBC002","CO2",2057,-4627.07366891817
"REGION1","SEppBC002","CO2",2058,-4645.90637689017
"REGION1","SEppBC002","CO2",2059,-4664.95352293017
"REGION1","SEppBC002","CO2",2060,-4704.74439325364
